,default,amt_overdue,gender,days_overdue,age,noise_1,noise_2
53,0.0,2,1.0,0,25,0.5255538174045076,0.9571836952240064
54,0.0,66,1.0,1,26,0.04580221895546377,0.5468114170532978
55,0.0,42,1.0,1,28,0.8810387651524758,0.8522588674631681
56,0.0,58,1.0,1,24,0.35252643919777216,0.29063170104089964
57,0.0,36,1.0,1,21,0.2854483217113438,0.7766044958830295
58,0.0,12,1.0,3,24,0.4256425513525268,0.6575430485007792
59,0.0,47,1.0,3,29,0.6061852640731682,0.09569046228332867
60,0.0,1,1.0,2,28,0.8364592297523822,0.8551067931681021
61,0.0,15,1.0,3,21,0.26932095302575465,0.34618234335579856
62,0.0,54,1.0,0,21,0.3583947163155149,0.7327969382653917
63,0.0,13,1.0,3,27,0.26053539809130044,0.686398759782279
64,0.0,43,1.0,4,29,0.6101119194149538,0.5242444931703546
65,0.0,76,1.0,1,29,0.7794030163067978,0.7151981423636458
66,0.0,69,1.0,2,23,0.417474184614149,0.19766124727807044
67,0.0,7,1.0,4,26,0.2044675109271782,0.803279216305446
68,0.0,69,1.0,3,27,0.17662141539706466,0.6825850558786458
69,0.0,48,1.0,4,22,0.1526444811451806,0.5901159356309953
70,0.0,4,1.0,4,20,0.15310273689663723,0.9735679405157969
71,0.0,77,1.0,4,23,0.4537078587455293,0.47086018559469045
72,0.0,53,1.0,3,25,0.8373744388127464,0.7456393582034764
73,0.0,79,1.0,4,29,0.35260153814862105,0.22776567908645018
74,0.0,16,1.0,4,24,0.8977902130682279,0.09753856804850325
75,0.0,21,1.0,4,24,0.7748645456696543,0.07377215137812099
76,0.0,59,1.0,0,26,0.47808811826656905,0.32179949861474866
77,0.0,24,1.0,4,24,0.2377761101640562,0.30167148480172423
78,0.0,14,1.0,3,24,0.8023775715068188,0.41392567088396415
79,0.0,49,1.0,2,23,0.6076881122117626,0.0224478351103492
80,0.0,50,1.0,0,24,0.5842944586231658,0.7036887030217289
81,0.0,70,1.0,1,24,0.43708155631618173,0.9667688598902389
82,0.0,42,1.0,1,28,0.23561678196955171,0.42557418557327764
83,0.0,36,1.0,3,24,0.9530214380380277,0.47426677270138107
84,0.0,65,1.0,0,23,0.25117735247604367,0.45849646414388323
85,0.0,70,1.0,0,27,0.25495554884491967,0.5933623329218444
86,0.0,1,1.0,1,25,0.4307951407220493,0.01054434216039224
87,0.0,51,1.0,2,25,0.41841840631592675,0.7277656086250708
88,0.0,37,1.0,4,20,0.414338052956453,0.5226760863260839
89,0.0,35,1.0,2,21,0.5076684541303343,0.19272035826528933
90,0.0,49,1.0,0,25,0.9725307244259492,0.23416376910284897
91,0.0,4,1.0,3,29,0.9157136835888989,0.690009102213666
92,0.0,43,1.0,2,23,0.9594099848753499,0.16179573856212548
93,0.0,78,1.0,2,20,0.40964604803412785,0.1918427644675027
94,0.0,22,1.0,0,25,0.38129061076949144,0.9206270796474009
95,0.0,74,1.0,1,20,0.7463315878306416,0.4149714008850315
96,0.0,1,1.0,0,21,0.3126417847403601,0.9906769693579346
97,0.0,11,1.0,2,22,0.5918515740381155,0.2521106349624719
98,0.0,44,1.0,2,24,0.044276742785569256,0.40497229939374413
99,0.0,59,1.0,3,22,0.5032306647934758,0.3447837197078112
100,0.0,24,1.0,2,20,0.28510599393617897,0.12601699157156088
101,0.0,60,1.0,3,23,0.3874901935354238,0.04519115684591246
102,0.0,3,1.0,2,22,0.5062174757727704,0.21360264659232386
103,0.0,63,1.0,1,20,0.7423530884887394,0.1323808546973383
104,0.0,36,1.0,2,27,0.8310334797296389,0.5440339103890124
105,0.0,68,1.0,3,25,0.25285865483304526,0.3804881957201033
106,0.0,47,1.0,3,29,0.46402268854824846,0.6447082008074233
107,0.0,21,1.0,3,20,0.6370926454555942,0.921632070332951
108,0.0,51,1.0,2,22,0.3469339040447488,0.8263639889747433
109,0.0,28,1.0,3,27,0.9027413603431531,0.9257709002111415
110,0.0,15,1.0,4,22,0.2163280538229535,0.987970920424583
111,0.0,42,1.0,1,29,0.8355944971058333,0.7677756521683249
112,0.0,59,1.0,2,22,0.12978568401352486,0.7124179667388998
113,0.0,66,1.0,3,23,0.987146024193219,0.8972314132321242
114,0.0,37,1.0,1,23,0.7376689389930925,0.697453646251144
115,0.0,11,1.0,2,22,0.7290247586752959,0.04634503765429143
116,0.0,44,1.0,1,23,0.4878771081761192,0.5933237240127928
117,0.0,12,1.0,4,24,0.5320020498502158,0.25499881710404926
118,0.0,3,1.0,2,21,0.34631449995377095,0.7938753407913361
119,0.0,52,1.0,3,22,0.6277918337091616,0.9708833202876169
120,0.0,33,1.0,0,29,0.7186571760154419,0.8453774810996356
121,0.0,55,1.0,3,21,0.19372923327687908,0.9347419420602807
122,0.0,1,1.0,2,24,0.7039132990819038,0.9163554893012549
123,0.0,39,1.0,3,26,0.5466938846079256,0.7833711574115545
124,0.0,20,1.0,0,28,0.41041465297754365,0.4901488048066408
125,0.0,47,1.0,0,22,0.09784507392922659,0.9118822916186643
126,0.0,43,1.0,0,23,0.5115091503823566,0.7336220427024417
127,0.0,57,1.0,3,20,0.5818135928581808,0.43255509947326287
128,0.0,61,1.0,2,20,0.698496049534642,0.2506689375889809
129,0.0,78,1.0,3,26,0.16657648234734523,0.2016960940097131
130,0.0,31,1.0,0,20,0.952246564559091,0.29396605544249577
131,0.0,25,1.0,4,26,0.8327080320736306,0.44180889932871925
132,0.0,3,1.0,0,23,0.119506761262139,0.38705682437538647
133,0.0,4,1.0,0,23,0.27760654670120644,0.6706472834731512
134,0.0,14,1.0,2,28,0.6875320602641075,0.06933656789768794
135,0.0,41,1.0,3,28,0.2794210362788412,0.22779138940875387
136,0.0,73,1.0,2,28,0.7582974697188156,0.5512451321179896
137,0.0,20,1.0,3,22,0.5246506721090602,0.1099534461840489
138,0.0,73,1.0,0,23,0.9932731938665382,0.7228695684708097
139,0.0,27,1.0,0,22,0.49329574050193326,0.34777613511098193
140,0.0,67,1.0,0,20,0.13064896340744714,0.1575541445170181
141,0.0,53,1.0,3,28,0.15023699292896842,0.34708852570740434
142,0.0,68,1.0,0,28,0.2779651666053027,0.4886933315336236
143,0.0,62,1.0,2,23,0.7014249475593518,0.29888087677784236
144,0.0,15,1.0,2,28,0.25547206065627737,0.5499237473859285
145,0.0,5,1.0,0,22,0.2523741740255451,0.7890196773118349
146,0.0,68,1.0,4,28,0.9992016339367868,0.08094440712984374
147,0.0,12,1.0,3,24,0.16726174199706956,0.34796608606854684
148,0.0,78,1.0,4,23,0.2467938607628103,0.6039525225448859
149,0.0,76,1.0,0,20,0.7135524301584326,0.6357729071190038
150,0.0,57,1.0,4,24,0.3657796293002985,0.5454990658133303
151,0.0,17,1.0,3,23,0.6351489626006979,0.26558063231255735
152,0.0,25,1.0,3,26,0.9827491084007528,0.28981486145543933
153,0.0,30,1.0,4,29,0.6357617523717075,0.6820728091426009
154,0.0,22,1.0,1,28,0.7882516868973916,0.8027739271284714
155,0.0,26,1.0,3,20,0.7225973544808174,0.9677423771609689
156,0.0,61,1.0,0,28,0.5234375039834702,0.2817655582928035
157,0.0,62,1.0,0,25,0.9836697456292829,0.4071653946148295
158,0.0,34,1.0,0,29,0.9258056375766543,0.8749342406763123
159,0.0,33,1.0,1,20,0.3813344461969519,0.36471858060796014
160,0.0,71,1.0,0,29,0.512550984297891,0.5210211112437981
161,0.0,32,1.0,4,26,0.8775442301489899,0.7001328753784072
162,0.0,14,1.0,1,25,0.08939942729896289,0.02086939359991935
163,0.0,72,1.0,3,23,0.6454956227803142,0.2787125724760442
164,0.0,57,1.0,1,21,0.6116610731170742,0.05854970673636262
165,0.0,25,1.0,0,28,0.8082777609116305,0.3613920977869537
166,0.0,42,1.0,0,20,0.7744320248972926,0.829218005531726
167,0.0,19,1.0,4,24,0.3050526292614526,0.30143169852195717
168,0.0,41,1.0,3,29,0.8350799211923746,0.38966908996877636
169,0.0,55,1.0,3,26,0.2903611583359006,0.5096622489178219
170,0.0,12,1.0,1,25,0.5186173640183648,0.344333843192823
171,0.0,39,1.0,0,27,0.6035146621498297,0.929092137601804
172,0.0,2,1.0,0,28,0.46437476951631085,0.5273921721963136
173,0.0,45,1.0,1,28,0.6863954126898276,0.9789158025810949
174,0.0,25,1.0,2,29,0.3681294281326575,0.8379829447381938
175,0.0,68,1.0,0,22,0.01805712123357406,0.6073424124933279
176,0.0,4,1.0,3,28,0.0004441412974217629,0.9294299627153031
177,0.0,77,1.0,1,26,0.38145198019156557,0.25299228152511344
178,0.0,36,1.0,1,26,0.8543354296082025,0.6963760711824378
179,0.0,62,1.0,4,29,0.6811481632594482,0.5294610609041495
180,0.0,70,1.0,0,21,0.7376406319185157,0.29892480407979316
181,0.0,44,1.0,0,26,0.15150862999387338,0.9541308981257945
182,0.0,33,1.0,3,28,0.5737169139194379,0.3056428006945765
183,0.0,12,1.0,2,28,0.9539179210180114,0.08994887724215783
184,0.0,11,1.0,3,23,0.4692997682765768,0.6771167480942467
185,0.0,55,1.0,2,22,0.6595637804537873,0.18938228127769352
186,0.0,38,1.0,4,23,0.6397171393957958,0.6262534803112558
187,0.0,29,1.0,3,26,0.2771583974460169,0.3885614228530141
188,0.0,3,1.0,3,23,0.9151328958888727,0.5491444152068649
189,0.0,28,1.0,0,26,0.7544040177626188,0.34534079037387055
190,0.0,24,1.0,3,25,0.2835635900919411,0.5782921839493917
191,0.0,54,1.0,0,27,0.9830383521559484,0.6374539389491057
192,0.0,52,1.0,4,20,0.5540903239351832,0.5225890318967
193,0.0,47,1.0,2,28,0.6281470752372358,0.803936910700748
194,0.0,21,1.0,3,24,0.23074116732355154,0.8771316775896116
195,0.0,54,1.0,4,26,0.5338480828236238,0.775005648577327
196,0.0,30,1.0,0,25,0.9938628907256256,0.08641417230987436
197,0.0,68,1.0,2,28,0.6337340464391331,0.10140401643254204
198,0.0,36,1.0,3,22,0.171897382104362,0.3743152937718248
199,0.0,40,1.0,3,23,0.6636439790795362,0.6911831228391409
200,0.0,10,1.0,1,29,0.6633079396863868,0.15574224744676846
201,0.0,74,1.0,3,27,0.10967894454541982,0.9624485956738109
202,0.0,42,1.0,4,25,0.13606857363925362,0.17799480195196715
203,0.0,24,1.0,3,23,0.4315124830365671,0.24946008667876884
204,0.0,4,1.0,3,24,0.22400891990770477,0.5969785051771032
205,0.0,47,1.0,1,25,0.4726848595992831,0.9610890592779847
206,0.0,51,1.0,1,23,0.7641084622719503,0.45460662212241565
207,0.0,4,1.0,1,23,0.8255746447318305,0.006903169456096259
208,0.0,32,1.0,3,27,0.5731865107925578,0.6404686133109263
209,0.0,10,1.0,2,29,0.6684968820421796,0.6425481011987327
210,0.0,11,1.0,2,29,0.6785078583004762,0.5160383280457526
211,0.0,28,1.0,4,29,0.3532241691632264,0.6113040516040081
212,0.0,46,1.0,3,27,0.20510854174788695,0.4670542624091457
213,0.0,72,1.0,1,23,0.4021001894532129,0.460666648208397
214,0.0,40,1.0,2,22,0.3774037038378312,0.98412484969766
215,0.0,62,1.0,3,23,0.20256515704624523,0.42862112173544575
216,0.0,45,1.0,1,29,0.41607654785553394,0.46845846888397313
217,0.0,35,1.0,4,27,0.9513345662156529,0.8759890754125944
218,0.0,35,1.0,2,27,0.5686743771642567,0.5886722609313952
219,0.0,34,1.0,2,25,0.08672867275107454,0.6258054977885134
220,0.0,6,1.0,0,21,0.22518787164448628,0.563548567977164
221,0.0,37,1.0,1,22,0.37566171270798854,0.14829172908669874
222,0.0,1,1.0,0,22,0.6445895944860959,0.3220461039860678
223,0.0,76,1.0,4,28,0.015075981549854789,0.5434323998049048
224,0.0,35,1.0,0,21,0.7111713276817906,0.13517747458743035
225,0.0,70,1.0,3,25,0.21980808796152052,0.9363929871611888
226,0.0,54,1.0,2,28,0.5181790929617799,0.6194070345155774
227,0.0,63,1.0,0,24,0.023295425571334683,0.9864150447508004
228,0.0,9,1.0,0,20,0.7222149242537946,0.9810746523612748
229,0.0,62,1.0,1,22,0.9607887584958472,0.8340878707416698
230,0.0,2,1.0,1,25,0.04863973775409325,0.10646252064512873
231,0.0,36,1.0,0,25,0.4075933701398423,0.6858650785854248
232,0.0,41,1.0,3,20,0.0004339073985097919,0.6923525167699038
233,0.0,37,1.0,0,28,0.002176547785972649,0.7123158895489433
234,0.0,49,1.0,3,21,0.12695994616912876,0.4395759490602291
235,0.0,26,1.0,0,21,0.39052740552399057,0.6357751591345799
236,0.0,68,1.0,4,20,0.2811880787579081,0.34848374412642025
237,0.0,36,1.0,4,23,0.9259365206240666,0.3271398639261913
238,0.0,31,1.0,0,28,0.8944932582841514,0.8860021248321043
239,0.0,30,1.0,1,28,0.6018328047159357,0.2981222863748998
240,0.0,34,1.0,3,24,0.02326466205801636,0.7470551387749682
241,0.0,19,1.0,4,24,0.7856505631830937,0.8132012600999169
242,0.0,18,1.0,3,20,0.34709201773323306,0.25654770236581825
243,0.0,3,1.0,2,29,0.8419580133889553,0.5268460833486001
244,0.0,70,1.0,1,23,0.7587556141276846,0.8984760903545568
245,0.0,13,1.0,1,27,0.6488426843708764,0.07776087017814415
246,0.0,45,1.0,2,23,0.7123905541982722,0.39009135120692673
247,0.0,67,1.0,1,22,0.940589064483684,0.8317377346433831
248,0.0,40,1.0,4,21,0.13734828837480928,0.6003494173385483
249,0.0,40,1.0,2,21,0.8824496162714104,0.1772104350943453
250,0.0,76,1.0,4,22,0.15904808683933092,0.716686899356864
251,0.0,23,1.0,4,21,0.02540449956591284,0.4662754016890921
252,0.0,31,1.0,2,24,0.5079881035483794,0.035842704878792375
253,0.0,18,1.0,3,22,0.6106031095901464,0.7804942198358321
254,0.0,71,1.0,3,25,0.10832783478819141,0.9089347097736749
255,0.0,72,1.0,1,25,0.3310507505857817,0.10356117955323085
256,0.0,19,1.0,2,25,0.6013703749383529,0.5050259204630217
257,0.0,44,1.0,4,22,0.1585406169789455,0.48470431363871924
258,0.0,50,1.0,3,25,0.8207887640484225,0.2817815319426743
259,0.0,42,1.0,3,27,0.3204883881750291,0.038685580994074265
260,0.0,47,1.0,1,27,0.041006024821528486,0.9326132232841867
261,0.0,22,1.0,1,26,0.1622473623832933,0.3767729463523164
262,0.0,74,1.0,1,21,0.1694137321814072,0.5144099807299105
263,0.0,74,1.0,1,26,0.2627515670931515,0.41694518451633733
264,0.0,29,1.0,2,27,0.9199822958178507,0.5536576438803273
265,0.0,59,1.0,0,22,0.646452013221768,0.8558783494064232
266,0.0,1,1.0,3,23,0.4480864665185995,0.6616617918482951
267,0.0,64,1.0,1,21,0.8527990119522805,0.9340978104363848
268,0.0,17,1.0,4,29,0.9951079927650146,0.6018930897868366
269,0.0,37,1.0,3,25,0.5701845388324781,0.6123166040677884
270,0.0,25,1.0,1,29,0.8476998525472251,0.19926415896208594
271,0.0,64,1.0,1,29,0.7547128885947396,0.4348519500662734
272,0.0,68,1.0,2,22,0.0011183974335644553,0.2291916958665744
273,0.0,52,1.0,0,20,0.33390757039698316,0.10647979814583985
274,0.0,9,1.0,0,29,0.840535838887043,0.4357468413836917
275,0.0,57,1.0,2,21,0.7523007523998541,0.20524760044631918
276,0.0,33,1.0,4,29,0.14748303532378104,0.03951795871833108
277,0.0,20,1.0,0,20,0.4875054479396369,0.6832886994814897
278,0.0,73,1.0,4,26,0.8599076695441219,0.7732407548623456
279,0.0,72,1.0,3,20,0.5131244007204351,0.8694130397854932
280,0.0,14,1.0,3,24,0.48731736442746665,0.9681084603783299
281,0.0,59,1.0,0,28,0.4829821971523378,0.5186399922130076
282,0.0,56,1.0,0,24,0.40393942462821875,0.0856182739826391
283,0.0,65,1.0,3,23,0.1369420699664099,0.8818903798495297
284,0.0,76,1.0,3,23,0.06983552583632968,0.371943241124852
285,0.0,37,1.0,0,28,0.7231957695593448,0.8503481924438011
286,0.0,26,1.0,3,28,0.5365651145811262,0.035543436670362416
287,0.0,33,1.0,0,27,0.23213304114745215,0.24242927776575585
288,0.0,43,1.0,2,20,0.6725425539183433,0.09959158574280058
289,0.0,15,1.0,1,23,0.8097608778028927,0.7572526482989009
290,0.0,29,1.0,0,28,0.8926505166867982,0.37281597917002296
291,0.0,21,1.0,4,27,0.2792439979535061,0.1627276976751737
292,0.0,69,1.0,0,27,0.7876966596064764,0.3063628805816011
293,0.0,23,1.0,3,21,0.8728376869291576,0.7748012727638516
294,0.0,8,1.0,4,28,0.06434197358959481,0.12308778767616813
295,0.0,73,1.0,4,24,0.26458071087475565,0.016100002423446003
296,0.0,62,1.0,1,27,0.5202048172880589,0.8713809960199808
297,0.0,14,1.0,0,20,0.736849847800976,0.1691460057347688
298,0.0,6,1.0,2,24,0.7325383981064653,0.8269323789727766
299,0.0,1,1.0,4,29,0.7051419028644749,0.8559835425175244
300,0.0,9,1.0,4,20,0.20105062526664974,0.5961818173081402
301,0.0,54,1.0,2,26,0.6587838172955371,0.3727530986657025
302,0.0,12,1.0,4,24,0.1032805741509838,0.7381321623557417
303,0.0,5,1.0,3,22,0.35370396195028975,0.6096349030905995
304,0.0,40,1.0,2,24,0.5222711704213893,0.784699697461315
305,0.0,46,1.0,3,26,0.9920305066405188,0.5075098729743868
306,0.0,27,1.0,0,23,0.4657982061931063,0.04554864660981239
307,0.0,75,1.0,0,23,0.2670270937723105,0.30749703513461557
308,0.0,53,1.0,0,27,0.7324656211637961,0.10508032686460922
309,0.0,50,1.0,3,28,0.9716767344498572,0.2914458433644226
310,0.0,52,1.0,4,25,0.9198080849133689,0.015157541761784077
311,0.0,19,1.0,4,20,0.42784094402741346,0.09865178457473989
312,0.0,35,1.0,2,28,0.6469342617782791,0.0720592877824553
313,0.0,52,1.0,2,25,0.21275880757413357,0.9856187863048335
314,0.0,31,1.0,4,24,0.43119802956009634,0.5784027292182456
315,0.0,54,1.0,1,27,0.18907807235526675,0.09744822847372614
316,0.0,59,1.0,3,24,0.8582622420826486,0.06513525440235068
317,0.0,44,1.0,3,21,0.07075263871769355,0.790930985737842
318,0.0,56,1.0,3,23,0.4468464112850149,0.717931172799547
319,0.0,19,1.0,1,23,0.7321480339245101,0.45922067974275693
320,0.0,46,1.0,2,29,0.8317867028684199,0.602023631307033
321,0.0,66,1.0,2,22,0.020172010177426425,0.18412621884980684
322,0.0,71,1.0,3,25,0.9065561724063655,0.9823624210047844
323,0.0,54,1.0,2,22,0.16344391770730493,0.8318314897129561
324,0.0,49,1.0,3,23,0.38895093430484595,0.6769791797938123
325,0.0,60,1.0,4,25,0.42375438787622133,0.9205391171759069
326,0.0,27,1.0,4,27,0.14279860388494126,0.6724899442228766
327,0.0,36,1.0,2,22,0.9085067828482812,0.1822772735305771
328,0.0,59,1.0,1,27,0.480462641686227,0.42437772797355744
329,0.0,50,1.0,2,21,0.10374090449226259,0.5354067583673356
330,0.0,74,1.0,0,26,0.6489179503067196,0.026927913063005682
331,0.0,45,1.0,3,25,0.6990289185331405,0.9572282898911476
332,0.0,14,1.0,0,20,0.9582356564487479,0.4637121064001909
333,0.0,71,1.0,2,20,0.5419846442643342,0.21523373814266233
334,0.0,39,1.0,4,23,0.3621347867465622,0.027129671280031853
335,0.0,40,1.0,3,21,0.7298615969406608,0.658454088872942
336,0.0,9,1.0,2,29,0.5213157256769351,0.46969818019300047
337,0.0,14,1.0,1,29,0.838511153908609,0.9203308316767884
338,0.0,8,1.0,2,26,0.15974521592103752,0.4949088992849173
339,0.0,23,1.0,1,26,0.2557956296824503,0.8979842648421326
340,0.0,9,1.0,4,27,0.5031641895520602,0.4965282802107688
341,0.0,7,1.0,1,28,0.9872161815136857,0.2926228786847972
342,0.0,72,1.0,0,28,0.05609393077103708,0.8782156168668465
343,0.0,67,1.0,0,27,0.8857198130675211,0.3591879274328883
344,0.0,61,1.0,0,20,0.8647693754730064,0.24778182556535266
345,0.0,17,1.0,0,28,0.503824407901207,0.8174290700220951
346,0.0,57,1.0,0,26,0.6364128444923306,0.3920589151629794
347,0.0,24,1.0,1,28,0.750820712068559,0.15320911947379656
348,0.0,25,1.0,0,29,0.5157247349316152,0.36033468918287115
349,0.0,5,1.0,3,28,0.8263742040273923,0.9038225218361904
350,0.0,50,1.0,1,23,0.9587094083636456,0.641329471348529
351,0.0,31,1.0,4,26,0.3085448579186748,0.4635947324313371
352,0.0,55,1.0,1,21,0.3413563770595551,0.5605925707682875
353,0.0,26,1.0,2,27,0.9940893534740757,0.31562485004066865
354,0.0,21,1.0,4,24,0.26088194830962286,0.24117430160303988
355,0.0,58,1.0,0,29,0.2314511417650923,0.6340355292691476
356,0.0,24,1.0,0,22,0.23122389703100987,0.9270483380566366
357,0.0,28,1.0,2,20,0.6047856839140626,0.7639214927521725
358,0.0,30,1.0,0,28,0.33267099220774854,0.05116638059503986
359,0.0,34,1.0,4,22,0.05293246782280203,0.8756687514672403
360,0.0,54,1.0,4,27,0.9940954665027494,0.5279895677860158
361,0.0,52,1.0,4,28,0.2260613122363727,0.19127477464165032
362,0.0,8,1.0,1,24,0.6735015197023125,0.044539558873209484
363,0.0,10,1.0,1,24,0.24922985020805433,0.5695230069583226
364,0.0,55,1.0,4,21,0.9947955127109468,0.5624212289631165
365,0.0,1,1.0,1,27,0.5710232171760377,0.06445012209830225
366,0.0,37,1.0,1,26,0.3713761253774115,0.8597187558136479
367,0.0,21,1.0,3,29,0.6780662846393738,0.18268937602207647
368,0.0,4,1.0,1,24,0.09833337949361398,0.06978156223102472
369,0.0,43,1.0,3,21,0.9588395273355144,0.21423613819187204
370,0.0,66,1.0,3,25,0.2704050203064715,0.2092336519648037
371,0.0,21,1.0,1,29,0.7431866445589568,0.2603874156047338
372,0.0,37,1.0,1,27,0.08880445757102184,0.6279045996871663
373,0.0,69,1.0,1,21,0.19539791636259563,0.8417728974834677
374,0.0,48,1.0,0,23,0.36157830366606203,0.7043395273836635
375,0.0,11,1.0,3,25,0.8450131531433716,0.6443713104442899
376,0.0,44,1.0,0,27,0.16744195176414745,0.6715288403204804
377,0.0,64,1.0,4,23,0.03553739521168042,0.518799984497951
378,0.0,32,1.0,1,26,0.6480209389946028,0.8654584193070299
379,0.0,21,1.0,4,26,0.9149999246588708,0.12003878711709737
380,0.0,71,1.0,0,27,0.5754798527130838,0.4075374198397107
381,0.0,10,1.0,3,29,0.2931803583498195,0.053483574542627976
382,0.0,61,1.0,2,21,0.8200734178481112,0.11219113746092824
383,0.0,36,1.0,1,29,0.5737067168930722,0.9844833119764738
384,0.0,77,1.0,4,26,0.08885331397242036,0.21548819063450886
385,0.0,19,1.0,4,20,0.009908145541192237,0.02594731181737131
386,0.0,75,1.0,4,23,0.7279218815582446,0.5766149054179077
387,0.0,44,1.0,0,28,0.8219134175444442,0.5585486901024768
388,0.0,4,1.0,0,24,0.5329532592521307,0.3774813365869507
389,0.0,13,1.0,2,21,0.26209305257295556,0.6198697597997935
390,0.0,59,1.0,0,24,0.08611020142670311,0.5785032339473691
391,0.0,2,1.0,3,25,0.8063054424782752,0.3742617406694895
392,0.0,1,1.0,3,20,0.8418937468306162,0.1645994990968842
393,0.0,40,1.0,4,23,0.5499114505022835,0.6632077924127112
394,0.0,25,1.0,1,21,0.2864804296293457,0.3400767229553274
395,0.0,59,1.0,4,24,0.08527200455543804,0.817037743773495
396,0.0,37,1.0,3,24,0.6137353313325581,0.9899382867285413
397,0.0,70,1.0,3,24,0.35511029249162873,0.929804830811595
398,0.0,7,1.0,3,20,0.4124043002633053,0.31627646067464055
399,0.0,4,1.0,4,20,0.5243220277685832,0.7842030976122895
400,0.0,41,1.0,2,28,0.07630196018634094,0.7711535925831556
401,0.0,61,1.0,1,24,0.4664165552788363,0.08325404094603739
402,0.0,34,1.0,2,26,0.10358995230031798,0.6376906691148018
403,0.0,29,1.0,2,29,0.27710089427308227,0.4446096870267867
404,0.0,69,1.0,1,23,0.22426172788926113,0.16510717626983196
405,0.0,27,1.0,3,23,0.6528496647954884,0.1867656188630592
406,0.0,52,1.0,3,22,0.17413844907832499,0.576289815950576
407,0.0,74,1.0,4,21,0.9244010508078798,0.8534056119672083
408,0.0,54,1.0,4,22,0.6627883318163109,0.24907305909823607
409,0.0,70,1.0,2,21,0.7928487438708572,0.2663849130632625
410,0.0,34,1.0,1,23,0.20357879171323479,0.6560270936138172
